"league","day","team1","team2","venue","time","geoLat","geoLng","club1","club2","club3","club4","num_offs","toplev1","toplev2","cupmode","whprosp","offownc","lirest","nwh","id"
1,22,6,9,9,9,51.648883715633,9.64856671216635,6,-1,9,-1,4,1,0,0,0,0,0,1,249
1,22,3,7,2,15,50.6062973339766,7.92283692377693,3,-1,7,-1,4,1,0,0,0,0,0,1,250
1,22,10,2,1,15,51.3197863397837,6.9578721462528,10,-1,2,-1,4,1,0,0,0,0,0,1,251
2,22,16,22,3,9,49.260706546084,7.08154566545642,16,-1,22,-1,4,0,1,0,0,0,0,1,252
2,22,21,17,4,11,50.4630026393518,6.27708032101627,21,-1,17,-1,4,0,1,0,0,0,0,1,253
2,22,13,14,2,9,50.6062973339766,7.92283692377693,13,-1,14,-1,4,0,1,0,0,0,0,1,254
3,22,34,26,8,11,48.0166229399098,6.79216590320288,34,-1,26,-1,4,0,0,0,0,0,1,1,255
3,22,27,36,10,9,51.0490578442246,11.2937008570648,27,-1,36,-1,4,0,0,0,0,0,1,1,256
4,22,48,47,8,17,48.0166229399098,6.79216590320288,48,-1,47,-1,4,0,0,0,1,0,2,1,257
4,22,39,40,9,11,51.648883715633,9.64856671216635,39,-1,40,-1,4,0,0,0,1,0,2,1,258
4,22,41,46,3,17,49.260706546084,7.08154566545642,41,-1,46,-1,4,0,0,0,1,0,2,1,259
5,22,55,52,5,17,49.8004340254783,11.4832358689571,55,-1,52,-1,4,0,0,0,1,1,2,1,260
5,22,51,49,1,17,51.3197863397837,6.9578721462528,51,-1,49,-1,4,0,0,0,1,1,2,1,261
5,22,54,56,10,17,51.0490578442246,11.2937008570648,54,-1,56,-1,4,0,0,0,1,1,2,1,262
5,22,59,60,8,15,48.0166229399098,6.79216590320288,59,-1,60,-1,4,0,0,0,1,1,2,1,263
5,22,50,57,4,13,50.4630026393518,6.27708032101627,50,-1,57,-1,4,0,0,0,1,1,2,1,264
1,23,1,7,4,17,50.4630026393518,6.27708032101627,1,-1,7,-1,4,1,0,0,0,0,0,1,265
1,23,3,11,2,13,50.6062973339766,7.92283692377693,3,-1,11,-1,4,1,0,0,0,0,0,1,266
1,23,5,6,6,17,48.7847782054638,8.35101408473403,5,-1,6,-1,4,1,0,0,0,0,0,1,267
2,23,18,21,5,11,49.8004340254783,11.4832358689571,18,-1,21,-1,4,0,1,0,0,0,0,1,268
2,23,19,15,9,15,51.648883715633,9.64856671216635,19,-1,15,-1,4,0,1,0,0,0,0,1,269
3,23,29,33,5,9,49.8004340254783,11.4832358689571,29,-1,33,-1,4,0,0,0,0,0,1,1,270
3,23,36,25,3,11,49.260706546084,7.08154566545642,36,-1,25,-1,4,0,0,0,0,0,1,1,271
3,23,28,31,9,13,51.648883715633,9.64856671216635,28,-1,31,-1,4,0,0,0,0,0,1,1,272
4,23,48,38,8,13,48.0166229399098,6.79216590320288,48,-1,38,-1,4,0,0,0,1,0,2,1,273
4,23,45,40,6,11,48.7847782054638,8.35101408473403,45,-1,40,-1,4,0,0,0,1,0,2,1,274
4,23,46,37,2,11,50.6062973339766,7.92283692377693,46,-1,37,-1,4,0,0,0,1,0,2,1,275
5,23,57,51,2,11,50.6062973339766,7.92283692377693,57,-1,51,-1,4,0,0,0,1,1,2,1,276
5,23,52,53,11,11,49.9242388983531,8.5205255845983,52,-1,53,-1,4,0,0,0,1,1,2,1,277
5,23,59,49,8,17,48.0166229399098,6.79216590320288,59,-1,49,-1,4,0,0,0,1,1,2,1,278
5,23,55,50,5,11,49.8004340254783,11.4832358689571,55,-1,50,-1,4,0,0,0,1,1,2,1,279
1,24,12,6,3,15,49.260706546084,7.08154566545642,12,-1,6,-1,4,1,0,0,0,0,0,1,280
1,24,7,11,10,9,51.0490578442246,11.2937008570648,7,-1,11,-1,4,1,0,0,0,0,0,1,281
2,24,13,21,2,15,50.6062973339766,7.92283692377693,13,-1,21,-1,4,0,1,0,0,0,0,1,282
2,24,15,23,11,11,49.9242388983531,8.5205255845983,15,-1,23,-1,4,0,1,0,0,0,0,1,283
2,24,19,17,9,9,51.648883715633,9.64856671216635,19,-1,17,-1,4,0,1,0,0,0,0,1,284
3,24,28,30,9,11,51.648883715633,9.64856671216635,28,-1,30,-1,4,0,0,0,0,0,1,1,285
3,24,25,29,6,17,48.7847782054638,8.35101408473403,25,-1,29,-1,4,0,0,0,0,0,1,1,286
3,24,27,35,10,13,51.0490578442246,11.2937008570648,27,-1,35,-1,4,0,0,0,0,0,1,1,287
4,24,47,40,10,11,51.0490578442246,11.2937008570648,47,-1,40,-1,4,0,0,0,1,0,2,1,288
4,24,44,41,7,15,48.2503199014495,7.16757455448824,44,-1,41,-1,4,0,0,0,1,0,2,1,289
4,24,43,42,4,9,50.4630026393518,6.27708032101627,43,-1,42,-1,4,0,0,0,1,0,2,1,290
5,24,51,59,1,13,51.3197863397837,6.9578721462528,51,-1,59,-1,4,0,0,0,1,1,2,1,291
5,24,53,60,6,13,48.7847782054638,8.35101408473403,53,-1,60,-1,4,0,0,0,1,1,2,1,292
1,25,2,8,5,13,49.8004340254783,11.4832358689571,2,-1,8,-1,4,1,0,0,0,0,0,1,293
1,25,10,4,1,13,51.3197863397837,6.9578721462528,10,-1,4,-1,4,1,0,0,0,0,0,1,294
1,25,9,3,7,11,48.2503199014495,7.16757455448824,9,-1,3,-1,4,1,0,0,0,0,0,1,295
2,25,17,23,7,13,48.2503199014495,7.16757455448824,17,-1,23,-1,4,0,1,0,0,0,0,1,296
3,25,36,27,3,11,49.260706546084,7.08154566545642,36,-1,27,-1,4,0,0,0,0,0,1,1,297
3,25,25,32,6,17,48.7847782054638,8.35101408473403,25,-1,32,-1,4,0,0,0,0,0,1,1,298
3,25,29,31,5,11,49.8004340254783,11.4832358689571,29,-1,31,-1,4,0,0,0,0,0,1,1,299
4,25,46,40,2,9,50.6062973339766,7.92283692377693,46,-1,40,-1,4,0,0,0,1,0,2,1,300
4,25,45,47,6,13,48.7847782054638,8.35101408473403,45,-1,47,-1,4,0,0,0,1,0,2,1,301
5,25,54,59,10,11,51.0490578442246,11.2937008570648,54,-1,59,-1,4,0,0,0,1,1,2,1,302
1,26,5,11,6,15,48.7847782054638,8.35101408473403,5,-1,11,-1,4,1,0,0,0,0,0,1,303
1,26,10,12,1,13,51.3197863397837,6.9578721462528,10,-1,12,-1,4,1,0,0,0,0,0,1,304
2,26,17,20,7,17,48.2503199014495,7.16757455448824,17,-1,20,-1,4,0,1,0,0,0,0,1,305
2,26,24,15,12,13,51.3842453732669,11.3672987955453,24,-1,15,-1,4,0,1,0,0,0,0,1,306
2,26,14,19,6,15,48.7847782054638,8.35101408473403,14,-1,19,-1,4,0,1,0,0,0,0,1,307
3,26,31,29,4,17,50.4630026393518,6.27708032101627,31,-1,29,-1,4,0,0,0,0,0,1,1,308
3,26,25,30,6,17,48.7847782054638,8.35101408473403,25,-1,30,-1,4,0,0,0,0,0,1,1,309
3,26,35,27,12,15,51.3842453732669,11.3672987955453,35,-1,27,-1,4,0,0,0,0,0,1,1,310
4,26,38,37,11,13,49.9242388983531,8.5205255845983,38,-1,37,-1,4,0,0,0,1,0,2,1,311
4,26,42,46,1,17,51.3197863397837,6.9578721462528,42,-1,46,-1,4,0,0,0,1,0,2,1,312
4,26,40,43,12,13,51.3842453732669,11.3672987955453,40,-1,43,-1,4,0,0,0,1,0,2,1,313
5,26,60,55,7,13,48.2503199014495,7.16757455448824,60,-1,55,-1,4,0,0,0,1,1,2,1,314
5,26,57,49,2,9,50.6062973339766,7.92283692377693,57,-1,49,-1,4,0,0,0,1,1,2,1,315
5,26,52,54,11,9,49.9242388983531,8.5205255845983,52,-1,54,-1,4,0,0,0,1,1,2,1,316
5,26,59,50,8,11,48.0166229399098,6.79216590320288,59,-1,50,-1,4,0,0,0,1,1,2,1,317
5,26,58,51,3,9,49.260706546084,7.08154566545642,58,-1,51,-1,4,0,0,0,1,1,2,1,318
1,27,6,1,9,13,51.648883715633,9.64856671216635,6,-1,1,-1,4,1,0,0,0,0,0,1,319
1,27,11,8,8,15,48.0166229399098,6.79216590320288,11,-1,8,-1,4,1,0,0,0,0,0,1,320
2,27,18,13,5,9,49.8004340254783,11.4832358689571,18,-1,13,-1,4,0,1,0,0,0,0,1,321
3,27,30,27,7,9,48.2503199014495,7.16757455448824,30,-1,27,-1,4,0,0,0,0,0,1,1,322
3,27,31,28,4,17,50.4630026393518,6.27708032101627,31,-1,28,-1,4,0,0,0,0,0,1,1,323
3,27,32,34,11,11,49.9242388983531,8.5205255845983,32,-1,34,-1,4,0,0,0,0,0,1,1,324
4,27,39,48,9,13,51.648883715633,9.64856671216635,39,-1,48,-1,4,0,0,0,1,0,2,1,325
4,27,46,42,2,15,50.6062973339766,7.92283692377693,46,-1,42,-1,4,0,0,0,1,0,2,1,326
4,27,38,43,11,17,49.9242388983531,8.5205255845983,38,-1,43,-1,4,0,0,0,1,0,2,1,327
4,27,47,40,10,15,51.0490578442246,11.2937008570648,47,-1,40,-1,4,0,0,0,1,0,2,1,328
5,27,52,50,11,13,49.9242388983531,8.5205255845983,52,-1,50,-1,4,0,0,0,1,1,2,1,329
5,27,51,54,1,9,51.3197863397837,6.9578721462528,51,-1,54,-1,4,0,0,0,1,1,2,1,330
5,27,58,55,3,13,49.260706546084,7.08154566545642,58,-1,55,-1,4,0,0,0,1,1,2,1,331
5,27,53,56,6,15,48.7847782054638,8.35101408473403,53,-1,56,-1,4,0,0,0,1,1,2,1,332
1,28,7,5,10,9,51.0490578442246,11.2937008570648,7,-1,5,-1,4,1,0,0,0,0,0,1,333
1,28,1,2,4,15,50.4630026393518,6.27708032101627,1,-1,2,-1,4,1,0,0,0,0,0,1,334
1,28,8,11,12,11,51.3842453732669,11.3672987955453,8,-1,11,-1,4,1,0,0,0,0,0,1,335
2,28,15,18,11,13,49.9242388983531,8.5205255845983,15,-1,18,-1,4,0,1,0,0,0,0,1,336
2,28,16,20,3,9,49.260706546084,7.08154566545642,16,-1,20,-1,4,0,1,0,0,0,0,1,337
2,28,14,17,6,13,48.7847782054638,8.35101408473403,14,-1,17,-1,4,0,1,0,0,0,0,1,338
2,28,22,13,1,13,51.3197863397837,6.9578721462528,22,-1,13,-1,4,0,1,0,0,0,0,1,339
2,28,21,24,4,11,50.4630026393518,6.27708032101627,21,-1,24,-1,4,0,1,0,0,0,0,1,340
3,28,35,32,12,17,51.3842453732669,11.3672987955453,35,-1,32,-1,4,0,0,0,0,0,1,1,341
3,28,31,36,4,17,50.4630026393518,6.27708032101627,31,-1,36,-1,4,0,0,0,0,0,1,1,342
4,28,47,44,10,15,51.0490578442246,11.2937008570648,47,-1,44,-1,4,0,0,0,1,0,2,1,343
4,28,48,43,8,11,48.0166229399098,6.79216590320288,48,-1,43,-1,4,0,0,0,1,0,2,1,344
5,28,60,59,7,9,48.2503199014495,7.16757455448824,60,-1,59,-1,4,0,0,0,1,1,2,1,345
5,28,57,52,2,15,50.6062973339766,7.92283692377693,57,-1,52,-1,4,0,0,0,1,1,2,1,346
5,28,54,55,10,11,51.0490578442246,11.2937008570648,54,-1,55,-1,4,0,0,0,1,1,2,1,347
1,29,12,9,3,9,49.260706546084,7.08154566545642,12,-1,9,-1,4,1,0,0,0,0,0,1,348
1,29,4,11,11,13,49.9242388983531,8.5205255845983,4,-1,11,-1,4,1,0,0,0,0,0,1,349
1,29,8,5,12,17,51.3842453732669,11.3672987955453,8,-1,5,-1,4,1,0,0,0,0,0,1,350
2,29,22,14,1,9,51.3197863397837,6.9578721462528,22,-1,14,-1,4,0,1,0,0,0,0,1,351
2,29,18,17,5,11,49.8004340254783,11.4832358689571,18,-1,17,-1,4,0,1,0,0,0,0,1,352
3,29,33,28,2,13,50.6062973339766,7.92283692377693,33,-1,28,-1,4,0,0,0,0,0,1,1,353
3,29,30,34,7,11,48.2503199014495,7.16757455448824,30,-1,34,-1,4,0,0,0,0,0,1,1,354
3,29,27,31,10,9,51.0490578442246,11.2937008570648,27,-1,31,-1,4,0,0,0,0,0,1,1,355
4,29,41,45,3,15,49.260706546084,7.08154566545642,41,-1,45,-1,4,0,0,0,1,0,2,1,356
4,29,43,42,4,13,50.4630026393518,6.27708032101627,43,-1,42,-1,4,0,0,0,1,0,2,1,357
4,29,40,48,12,9,51.3842453732669,11.3672987955453,40,-1,48,-1,4,0,0,0,1,0,2,1,358
5,29,53,54,6,13,48.7847782054638,8.35101408473403,53,-1,54,-1,4,0,0,0,1,1,2,1,359
5,29,51,55,1,17,51.3197863397837,6.9578721462528,51,-1,55,-1,4,0,0,0,1,1,2,1,360
1,30,11,1,8,15,48.0166229399098,6.79216590320288,11,-1,1,-1,4,1,0,0,0,0,0,1,361
1,30,5,3,6,13,48.7847782054638,8.35101408473403,5,-1,3,-1,4,1,0,0,0,0,0,1,362
2,30,19,15,9,13,51.648883715633,9.64856671216635,19,-1,15,-1,4,0,1,0,0,0,0,1,363
2,30,18,13,5,15,49.8004340254783,11.4832358689571,18,-1,13,-1,4,0,1,0,0,0,0,1,364
3,30,30,28,7,11,48.2503199014495,7.16757455448824,30,-1,28,-1,4,0,0,0,0,0,1,1,365
4,30,38,47,11,13,49.9242388983531,8.5205255845983,38,-1,47,-1,4,0,0,0,1,0,2,1,366
4,30,39,45,9,11,51.648883715633,9.64856671216635,39,-1,45,-1,4,0,0,0,1,0,2,1,367
5,30,54,59,10,17,51.0490578442246,11.2937008570648,54,-1,59,-1,4,0,0,0,1,1,2,1,368
5,30,49,55,12,11,51.3842453732669,11.3672987955453,49,-1,55,-1,4,0,0,0,1,1,2,1,369
1,31,12,2,3,17,49.260706546084,7.08154566545642,12,-1,2,-1,4,1,0,0,0,0,0,1,370
1,31,9,10,7,9,48.2503199014495,7.16757455448824,9,-1,10,-1,4,1,0,0,0,0,0,1,371
1,31,1,3,4,13,50.4630026393518,6.27708032101627,1,-1,3,-1,4,1,0,0,0,0,0,1,372
2,31,17,16,7,13,48.2503199014495,7.16757455448824,17,-1,16,-1,4,0,1,0,0,0,0,1,373
2,31,14,19,6,11,48.7847782054638,8.35101408473403,14,-1,19,-1,4,0,1,0,0,0,0,1,374
3,31,31,36,4,9,50.4630026393518,6.27708032101627,31,-1,36,-1,4,0,0,0,0,0,1,1,375
3,31,33,29,2,17,50.6062973339766,7.92283692377693,33,-1,29,-1,4,0,0,0,0,0,1,1,376
3,31,35,30,12,17,51.3842453732669,11.3672987955453,35,-1,30,-1,4,0,0,0,0,0,1,1,377
4,31,45,44,6,13,48.7847782054638,8.35101408473403,45,-1,44,-1,4,0,0,0,1,0,2,1,378
4,31,48,41,8,11,48.0166229399098,6.79216590320288,48,-1,41,-1,4,0,0,0,1,0,2,1,379
4,31,40,38,12,11,51.3842453732669,11.3672987955453,40,-1,38,-1,4,0,0,0,1,0,2,1,380
5,31,53,59,6,9,48.7847782054638,8.35101408473403,53,-1,59,-1,4,0,0,0,1,1,2,1,381
5,31,58,49,3,9,49.260706546084,7.08154566545642,58,-1,49,-1,4,0,0,0,1,1,2,1,382
5,31,52,57,11,9,49.9242388983531,8.5205255845983,52,-1,57,-1,4,0,0,0,1,1,2,1,383
1,32,5,10,6,13,48.7847782054638,8.35101408473403,5,-1,10,-1,4,1,0,0,0,0,0,1,384
1,32,9,12,7,9,48.2503199014495,7.16757455448824,9,-1,12,-1,4,1,0,0,0,0,0,1,385
1,32,6,8,9,13,51.648883715633,9.64856671216635,6,-1,8,-1,4,1,0,0,0,0,0,1,386
1,32,2,7,5,9,49.8004340254783,11.4832358689571,2,-1,7,-1,4,1,0,0,0,0,0,1,387
2,32,14,15,6,17,48.7847782054638,8.35101408473403,14,-1,15,-1,4,0,1,0,0,0,0,1,388
2,32,20,18,8,11,48.0166229399098,6.79216590320288,20,-1,18,-1,4,0,1,0,0,0,0,1,389
4,32,48,41,8,11,48.0166229399098,6.79216590320288,48,-1,41,-1,4,0,0,0,1,0,2,1,390
4,32,45,43,6,11,48.7847782054638,8.35101408473403,45,-1,43,-1,4,0,0,0,1,0,2,1,391
5,32,52,58,11,9,49.9242388983531,8.5205255845983,52,-1,58,-1,4,0,0,0,1,1,2,1,392
1,33,6,5,9,15,51.648883715633,9.64856671216635,6,-1,5,-1,4,1,0,0,0,0,0,1,393
1,33,9,12,7,15,48.2503199014495,7.16757455448824,9,-1,12,-1,4,1,0,0,0,0,0,1,394
1,33,7,8,10,17,51.0490578442246,11.2937008570648,7,-1,8,-1,4,1,0,0,0,0,0,1,395
2,33,22,21,1,13,51.3197863397837,6.9578721462528,22,-1,21,-1,4,0,1,0,0,0,0,1,396
2,33,15,19,11,17,49.9242388983531,8.5205255845983,15,-1,19,-1,4,0,1,0,0,0,0,1,397
3,33,35,33,12,13,51.3842453732669,11.3672987955453,35,-1,33,-1,4,0,0,0,0,0,1,1,398
3,33,26,25,1,15,51.3197863397837,6.9578721462528,26,-1,25,-1,4,0,0,0,0,0,1,1,399
4,33,46,47,2,17,50.6062973339766,7.92283692377693,46,-1,47,-1,4,0,0,0,1,0,2,1,400
4,33,48,41,8,17,48.0166229399098,6.79216590320288,48,-1,41,-1,4,0,0,0,1,0,2,1,401
5,33,59,56,8,9,48.0166229399098,6.79216590320288,59,-1,56,-1,4,0,0,0,1,1,2,1,402
1,34,11,4,8,11,48.0166229399098,6.79216590320288,11,-1,4,-1,4,1,0,0,0,0,0,1,403
2,34,22,21,1,17,51.3197863397837,6.9578721462528,22,-1,21,-1,4,0,1,0,0,0,0,1,404
2,34,13,24,2,15,50.6062973339766,7.92283692377693,13,-1,24,-1,4,0,1,0,0,0,0,1,405
3,34,31,35,4,17,50.4630026393518,6.27708032101627,31,-1,35,-1,4,0,0,0,0,0,1,1,406
3,34,30,29,7,15,48.2503199014495,7.16757455448824,30,-1,29,-1,4,0,0,0,0,0,1,1,407
3,34,34,27,8,11,48.0166229399098,6.79216590320288,34,-1,27,-1,4,0,0,0,0,0,1,1,408
4,34,41,39,3,9,49.260706546084,7.08154566545642,41,-1,39,-1,4,0,0,0,1,0,2,1,409
4,34,42,46,1,11,51.3197863397837,6.9578721462528,42,-1,46,-1,4,0,0,0,1,0,2,1,410
5,34,58,53,3,13,49.260706546084,7.08154566545642,58,-1,53,-1,4,0,0,0,1,1,2,1,411
5,34,60,51,7,11,48.2503199014495,7.16757455448824,60,-1,51,-1,4,0,0,0,1,1,2,1,412
5,34,56,57,9,15,51.648883715633,9.64856671216635,56,-1,57,-1,4,0,0,0,1,1,2,1,413
1,35,10,5,1,9,51.3197863397837,6.9578721462528,10,-1,5,-1,4,1,0,0,0,0,0,1,414
1,35,8,11,12,13,51.3842453732669,11.3672987955453,8,-1,11,-1,4,1,0,0,0,0,0,1,415
2,35,21,17,4,9,50.4630026393518,6.27708032101627,21,-1,17,-1,4,0,1,0,0,0,0,1,416
2,35,15,20,11,17,49.9242388983531,8.5205255845983,15,-1,20,-1,4,0,1,0,0,0,0,1,417
2,35,22,16,1,13,51.3197863397837,6.9578721462528,22,-1,16,-1,4,0,1,0,0,0,0,1,418
3,35,30,34,7,9,48.2503199014495,7.16757455448824,30,-1,34,-1,4,0,0,0,0,0,1,1,419
3,35,29,26,5,11,49.8004340254783,11.4832358689571,29,-1,26,-1,4,0,0,0,0,0,1,1,420
4,35,40,48,12,17,51.3842453732669,11.3672987955453,40,-1,48,-1,4,0,0,0,1,0,2,1,421
4,35,43,45,4,9,50.4630026393518,6.27708032101627,43,-1,45,-1,4,0,0,0,1,0,2,1,422
5,35,51,55,1,11,51.3197863397837,6.9578721462528,51,-1,55,-1,4,0,0,0,1,1,2,1,423
1,36,1,7,4,13,50.4630026393518,6.27708032101627,1,-1,7,-1,4,1,0,0,0,0,0,1,424
1,36,5,8,6,9,48.7847782054638,8.35101408473403,5,-1,8,-1,4,1,0,0,0,0,0,1,425
2,36,23,16,10,11,51.0490578442246,11.2937008570648,23,-1,16,-1,4,0,1,0,0,0,0,1,426
2,36,22,21,1,9,51.3197863397837,6.9578721462528,22,-1,21,-1,4,0,1,0,0,0,0,1,427
3,36,31,36,4,11,50.4630026393518,6.27708032101627,31,-1,36,-1,4,0,0,0,0,0,1,1,428
4,36,46,42,2,13,50.6062973339766,7.92283692377693,46,-1,42,-1,4,0,0,0,1,0,2,1,429
5,36,54,51,10,9,51.0490578442246,11.2937008570648,54,-1,51,-1,4,0,0,0,1,1,2,1,430
5,36,52,58,11,11,49.9242388983531,8.5205255845983,52,-1,58,-1,4,0,0,0,1,1,2,1,431
1,37,11,8,8,15,48.0166229399098,6.79216590320288,11,-1,8,-1,4,1,0,0,0,0,0,1,432
1,37,6,10,9,9,51.648883715633,9.64856671216635,6,-1,10,-1,4,1,0,0,0,0,0,1,433
1,37,12,3,3,17,49.260706546084,7.08154566545642,12,-1,3,-1,4,1,0,0,0,0,0,1,434
1,37,2,7,5,13,49.8004340254783,11.4832358689571,2,-1,7,-1,4,1,0,0,0,0,0,1,435
2,37,19,16,9,17,51.648883715633,9.64856671216635,19,-1,16,-1,4,0,1,0,0,0,0,1,436
2,37,18,24,5,17,49.8004340254783,11.4832358689571,18,-1,24,-1,4,0,1,0,0,0,0,1,437
3,37,27,30,10,17,51.0490578442246,11.2937008570648,27,-1,30,-1,4,0,0,0,0,0,1,1,438
3,37,35,36,12,13,51.3842453732669,11.3672987955453,35,-1,36,-1,4,0,0,0,0,0,1,1,439
3,37,29,26,5,11,49.8004340254783,11.4832358689571,29,-1,26,-1,4,0,0,0,0,0,1,1,440
3,37,32,25,11,13,49.9242388983531,8.5205255845983,32,-1,25,-1,4,0,0,0,0,0,1,1,441
4,37,45,41,6,15,48.7847782054638,8.35101408473403,45,-1,41,-1,4,0,0,0,1,0,2,1,442
4,37,43,44,4,17,50.4630026393518,6.27708032101627,43,-1,44,-1,4,0,0,0,1,0,2,1,443
4,37,37,40,5,13,49.8004340254783,11.4832358689571,37,-1,40,-1,4,0,0,0,1,0,2,1,444
5,37,53,58,6,15,48.7847782054638,8.35101408473403,53,-1,58,-1,4,0,0,0,1,1,2,1,445
1,38,12,10,3,11,49.260706546084,7.08154566545642,12,-1,10,-1,4,1,0,0,0,0,0,1,446
1,38,8,6,12,13,51.3842453732669,11.3672987955453,8,-1,6,-1,4,1,0,0,0,0,0,1,447
1,38,3,2,2,13,50.6062973339766,7.92283692377693,3,-1,2,-1,4,1,0,0,0,0,0,1,448
1,38,4,1,11,13,49.9242388983531,8.5205255845983,4,-1,1,-1,4,1,0,0,0,0,0,1,449
2,38,17,24,7,17,48.2503199014495,7.16757455448824,17,-1,24,-1,4,0,1,0,0,0,0,1,450
2,38,20,22,8,17,48.0166229399098,6.79216590320288,20,-1,22,-1,4,0,1,0,0,0,0,1,451
3,38,30,34,7,11,48.2503199014495,7.16757455448824,30,-1,34,-1,4,0,0,0,0,0,1,1,452
3,38,28,27,9,17,51.648883715633,9.64856671216635,28,-1,27,-1,4,0,0,0,0,0,1,1,453
3,38,29,25,5,17,49.8004340254783,11.4832358689571,29,-1,25,-1,4,0,0,0,0,0,1,1,454
3,38,36,35,3,17,49.260706546084,7.08154566545642,36,-1,35,-1,4,0,0,0,0,0,1,1,455
4,38,40,39,12,13,51.3842453732669,11.3672987955453,40,-1,39,-1,4,0,0,0,1,0,2,1,456
4,38,48,41,8,11,48.0166229399098,6.79216590320288,48,-1,41,-1,4,0,0,0,1,0,2,1,457
4,38,38,42,11,11,49.9242388983531,8.5205255845983,38,-1,42,-1,4,0,0,0,1,0,2,1,458
4,38,43,45,4,9,50.4630026393518,6.27708032101627,43,-1,45,-1,4,0,0,0,1,0,2,1,459
5,38,53,49,6,11,48.7847782054638,8.35101408473403,53,-1,49,-1,4,0,0,0,1,1,2,1,460
5,38,55,54,5,13,49.8004340254783,11.4832358689571,55,-1,54,-1,4,0,0,0,1,1,2,1,461
1,39,3,12,2,15,50.6062973339766,7.92283692377693,3,-1,12,-1,4,1,0,0,0,0,0,1,462
1,39,5,4,6,9,48.7847782054638,8.35101408473403,5,-1,4,-1,4,1,0,0,0,0,0,1,463
2,39,15,20,11,9,49.9242388983531,8.5205255845983,15,-1,20,-1,4,0,1,0,0,0,0,1,464
2,39,13,19,2,13,50.6062973339766,7.92283692377693,13,-1,19,-1,4,0,1,0,0,0,0,1,465
2,39,24,14,12,13,51.3842453732669,11.3672987955453,24,-1,14,-1,4,0,1,0,0,0,0,1,466
3,39,25,26,6,11,48.7847782054638,8.35101408473403,25,-1,26,-1,4,0,0,0,0,0,1,1,467
5,39,51,50,1,11,51.3197863397837,6.9578721462528,51,-1,50,-1,4,0,0,0,1,1,2,1,468
5,39,54,52,10,15,51.0490578442246,11.2937008570648,54,-1,52,-1,4,0,0,0,1,1,2,1,469
1,40,4,1,11,17,49.9242388983531,8.5205255845983,4,-1,1,-1,4,1,0,0,0,0,0,1,470
1,40,3,12,2,9,50.6062973339766,7.92283692377693,3,-1,12,-1,4,1,0,0,0,0,0,1,471
1,40,2,9,5,9,49.8004340254783,11.4832358689571,2,-1,9,-1,4,1,0,0,0,0,0,1,472
2,40,19,16,9,17,51.648883715633,9.64856671216635,19,-1,16,-1,4,0,1,0,0,0,0,1,473
2,40,23,15,10,13,51.0490578442246,11.2937008570648,23,-1,15,-1,4,0,1,0,0,0,0,1,474
2,40,17,13,7,15,48.2503199014495,7.16757455448824,17,-1,13,-1,4,0,1,0,0,0,0,1,475
4,40,39,44,9,15,51.648883715633,9.64856671216635,39,-1,44,-1,4,0,0,0,1,0,2,1,476
4,40,42,37,1,11,51.3197863397837,6.9578721462528,42,-1,37,-1,4,0,0,0,1,0,2,1,477
4,40,47,38,10,13,51.0490578442246,11.2937008570648,47,-1,38,-1,4,0,0,0,1,0,2,1,478
1,41,8,7,12,11,51.3842453732669,11.3672987955453,8,-1,7,-1,4,1,0,0,0,0,0,1,479
1,41,10,3,1,17,51.3197863397837,6.9578721462528,10,-1,3,-1,4,1,0,0,0,0,0,1,480
1,41,2,4,5,17,49.8004340254783,11.4832358689571,2,-1,4,-1,4,1,0,0,0,0,0,1,481
2,41,20,22,8,17,48.0166229399098,6.79216590320288,20,-1,22,-1,4,0,1,0,0,0,0,1,482
2,41,19,24,9,15,51.648883715633,9.64856671216635,19,-1,24,-1,4,0,1,0,0,0,0,1,483
2,41,13,21,2,13,50.6062973339766,7.92283692377693,13,-1,21,-1,4,0,1,0,0,0,0,1,484
2,41,23,18,10,11,51.0490578442246,11.2937008570648,23,-1,18,-1,4,0,1,0,0,0,0,1,485
3,41,25,29,6,15,48.7847782054638,8.35101408473403,25,-1,29,-1,4,0,0,0,0,0,1,1,486
4,41,44,46,7,17,48.2503199014495,7.16757455448824,44,-1,46,-1,4,0,0,0,1,0,2,1,487
4,41,39,41,9,13,51.648883715633,9.64856671216635,39,-1,41,-1,4,0,0,0,1,0,2,1,488
4,41,40,43,12,11,51.3842453732669,11.3672987955453,40,-1,43,-1,4,0,0,0,1,0,2,1,489
5,41,49,55,12,9,51.3842453732669,11.3672987955453,49,-1,55,-1,4,0,0,0,1,1,2,1,490
5,41,56,52,9,11,51.648883715633,9.64856671216635,56,-1,52,-1,4,0,0,0,1,1,2,1,491
5,41,60,57,7,11,48.2503199014495,7.16757455448824,60,-1,57,-1,4,0,0,0,1,1,2,1,492
5,41,51,53,1,13,51.3197863397837,6.9578721462528,51,-1,53,-1,4,0,0,0,1,1,2,1,493
